block_id,write_us,write_interval_ms,source_ring_before_samples,source_ring_after_samples,driver_depth_before,driver_depth_after
578,1.300000,20.044800,15360,14400,1,2
579,0.800000,20.141600,15360,14400,1,2
580,0.700000,20.019200,15360,14400,1,2
581,0.800000,20.032000,15360,14400,1,2
582,0.900000,20.065500,15360,14400,1,2
583,0.900000,20.048000,15360,14400,1,2
584,1.000000,20.054600,15360,14400,1,2
585,0.800000,20.102200,15360,14400,1,2
586,0.900000,20.022000,15360,14400,1,2
587,1.000000,20.037600,15360,14400,1,2
588,0.800000,20.021600,15360,14400,1,2
589,1.000000,20.030500,15360,14400,1,2
590,0.900000,20.039000,15360,14400,1,2
591,0.800000,20.022900,15360,14400,1,2
592,0.700000,20.023400,15360,14400,1,2
593,0.900000,20.058400,15360,14400,1,2
594,1.000000,20.029700,15360,14400,1,2
595,0.700000,20.021000,15360,14400,1,2
596,0.600000,20.023000,15360,14400,1,2
597,1.100000,20.022500,15360,14400,1,2
598,1.100000,20.035500,15360,14400,1,2
599,1.200000,19.211100,15360,14400,1,2
600,1.100000,20.039400,15360,14880,1,2
601,0.800000,20.018200,15360,14400,1,2
602,0.900000,20.057800,15360,14400,1,2
603,0.800000,20.041500,15360,14400,1,2
604,0.900000,20.019400,15360,14400,1,2
605,1.000000,20.030400,15360,14400,1,2
606,0.700000,20.025300,15360,14400,1,2
607,0.600000,20.019500,15360,14400,1,2
608,0.700000,20.016100,15360,14400,1,2
609,0.700000,20.018600,15360,14400,1,2
610,0.800000,20.030300,15360,14400,1,2
611,0.700000,20.021100,15360,14400,1,2
612,0.600000,20.020400,15360,14400,1,2
613,0.700000,20.018200,15360,14400,1,2
614,0.800000,20.036000,15360,14400,1,2
615,0.900000,20.022300,15360,14400,1,2
616,0.800000,20.065200,15360,14400,1,2
617,0.700000,20.060500,15360,14400,1,2
618,1.000000,20.025700,15360,14400,1,2
